ds,yhat,yhat_lower,yhat_upper
2023-02-22,2003820.0384500567,1780613.5135375233,2235045.33097136
2023-02-23,1979640.9396810152,1734710.899339404,2213983.683955612
2023-02-24,1967774.4392875892,1729606.3830847298,2193929.4906566828
2023-02-25,2148383.857508442,1919109.982481747,2382726.52638453
2023-02-26,2160268.9468593015,1925006.1577502377,2396378.2123196316
2023-02-27,1970320.3475711155,1731633.9955890246,2191494.6843727655
2023-02-28,1888803.073837515,1658775.2803195398,2105637.887877638
2023-03-01,1868932.2684557782,1627111.7042208891,2093200.9706789884
2023-03-02,1822310.6435601807,1598874.2530373416,2068826.3176948237
2023-03-03,1790936.1260206667,1540014.0091129425,2012807.0871828797
2023-03-04,1959487.9826327153,1727474.7817212143,2209120.527098747
2023-03-05,1969937.5327826354,1745706.3096772544,2195875.92119326
2023-03-06,1792933.9454589554,1562759.7492224905,2020501.235906796
2023-03-07,1741185.3774088754,1502225.442531466,1960848.2486988602
2023-03-08,1764162.682261171,1542244.0302308952,1996408.658770871
2023-03-09,1760986.3022249306,1519274.3987086988,1992214.2838035685
2023-03-10,1756848.1640281836,1531628.5399778695,1974819.3635964987
2023-03-11,1925005.721699216,1690707.2807400874,2162704.918436048
2023-03-12,1909310.1153814783,1688468.3396639759,2133990.1585279466
2023-03-13,1694984.4266054404,1474263.0542745218,1928479.5905800154
2023-03-14,1613358.1384869078,1392067.3746884195,1835841.7212680918
2023-03-15,1626612.8477583684,1385190.5814312652,1838749.8630929256
2023-03-16,1636459.5799715517,1397387.669324017,1866134.7888071896
2023-03-17,1663743.3183540131,1427576.6124037919,1907340.741028408
2023-03-18,1876040.6716981842,1651449.1103221313,2106641.3346081167
2023-03-19,1912264.023868307,1698768.656517078,2153220.7631431175
2023-03-20,1750715.1486662133,1536695.3304813262,1983571.5739178257
2023-03-21,1711384.4846673904,1481129.8128821226,1940799.1712313488
2023-03-22,1743752.4484168924,1506223.6293392947,1965652.449725959
2023-03-23,1743426.6439348161,1521609.8851262473,1979838.5167238833
2023-03-24,1738256.980113912,1500264.849894152,1982595.1136865611
2023-03-25,1914162.5138648849,1694239.7346272452,2146824.600235597
2023-03-26,1929370.4293728739,1686570.0475217698,2170360.8479844024
2023-03-27,1770457.7161493485,1539115.3554161005,1998697.508980856
2023-03-28,1750292.07398843,1524456.648850109,1980895.0049694174
2023-03-29,1802162.8381130106,1578034.3259218405,2030743.5619656078
2023-03-30,1807831.6301316442,1577930.95210903,2042218.3867101232
2023-03-31,1791381.2984285266,1564090.3767631757,2002824.8009674181
2023-04-01,1944326.8645615461,1725205.7935463595,2181575.408289517
2023-04-02,1933554.1760023858,1689243.7403732613,2156371.8039465463
2023-04-03,1751935.5585344587,1521654.0407767661,1982163.2853564164
2023-04-04,1715971.858069297,1489210.7363473265,1969812.2173244723
2023-04-05,1762589.7819700371,1534439.8749870877,1991539.5328436533
2023-04-06,1777494.1435582074,1537232.50121935,2013406.3116264392
2023-04-07,1785064.512159985,1556027.3450437118,2024498.9354021074
2023-04-08,1968935.0021388175,1722477.3230910744,2187415.484699388
2023-04-09,1980732.5234391547,1767584.334708099,2209531.0230425852
2023-04-10,1798293.8626870082,1562068.4940772683,2026978.6408251738
2023-04-11,1733090.4435881737,1515006.0969645898,1971542.8655939174
2023-04-12,1731251.086392678,1499818.8483645858,1952577.6800687583
2023-04-13,1696775.6244695382,1458643.1415566164,1936936.0680256635
2023-04-14,1671001.0012385235,1437241.3567411422,1883976.1947814196
2023-04-15,1845416.763074238,1611029.5259635076,2084802.7441165773
2023-04-16,1870293.9966498308,1631884.365051937,2107138.8215518515
2023-04-17,1718047.9443934981,1462919.489167787,1943018.9145514406
2023-04-18,1694992.2595256658,1458221.0817874135,1916561.185142001
2023-04-19,1741833.3873956834,1521054.1352563761,1978712.1688303563
2023-04-20,1753526.9397550772,1521270.4264212633,1977136.2846058537
2023-04-21,1758583.1767730762,1516633.125087253,1990108.4240770105
2023-04-22,1937865.5638736226,1708043.2933105722,2164661.8802648904
2023-04-23,1941592.8418573493,1701347.234199872,2166242.7763009234
2023-04-24,1755545.794202763,1512010.2779878017,1996596.6343463995
2023-04-25,1706224.5979715565,1473358.2750363047,1941313.0199390284
2023-04-26,1749060.1148759946,1517656.1914231596,1975206.0347885056
2023-04-27,1779211.7143918802,1525720.8750204071,2015077.2212938014
2023-04-28,1811977.3417185456,1585533.0811749026,2059584.2576374002
2023-04-29,2011514.3631165912,1787816.072388191,2239697.235036548
2023-04-30,2018553.3439264682,1792115.7735542592,2243149.9383254093
2023-05-01,1820138.9598813546,1601167.7988844146,2047399.9241798657
2023-05-02,1750494.6364873752,1502061.54509123,1976205.524803603
2023-05-03,1772668.3100458065,1546771.0177962892,2007289.3514508393
2023-05-04,1786377.8005426212,1558880.8907118596,2023716.7617780976
2023-05-05,1810130.4368681873,1572917.8231011597,2041638.251072045
2023-05-06,2011979.111714221,1801818.633688937,2257634.722864654
2023-05-07,2035420.3206456068,1814921.1080235413,2255273.8761044196
2023-05-08,1864059.6920699787,1643632.7726232293,2090743.63169858
2023-05-09,1819961.4651159598,1581248.9433581477,2056938.6433943068
2023-05-10,1849808.9310813416,1613167.2339872525,2074443.2068772314
2023-05-11,1842397.8246912006,1617903.4085677487,2077880.6020422836
2023-05-12,1818540.8617305846,1594064.4066877442,2043069.194275423
2023-05-13,1961312.8026016038,1728751.6493106044,2193683.22291504
2023-05-14,1933387.573053403,1706407.9255279838,2176273.429070595
2023-05-15,1731541.7156892028,1491797.7763673202,1978238.1640667734
2023-05-16,1680827.2208921064,1473438.2881253643,1911740.6482775507
2023-05-17,1724014.3453043008,1488006.4313822554,1956750.4733123127
2023-05-18,1744633.5776706196,1495796.2422922733,1956602.0853374542
2023-05-19,1758832.7286092748,1529281.1607138286,1983456.4984328889
2023-05-20,1943001.0288434122,1729298.737718787,2178766.577540856
2023-05-21,1948756.661264516,1718396.199603292,2172648.554937868
2023-05-22,1760295.7987954356,1523746.2176450512,2004300.3342966114
2023-05-23,1696554.90264623,1470278.8873100497,1925345.5507740832
2023-05-24,1707271.7948182172,1472584.245924159,1948634.3810675994
2023-05-25,1694222.7143032395,1459031.9580916069,1906937.4942170314
2023-05-26,1692618.1170468237,1441323.6713857756,1914027.4066560816
2023-05-27,1886842.5676231345,1666605.1366788961,2133455.963789932
2023-05-28,1921185.1733400722,1687941.5656407222,2148427.2557491274
2023-05-29,1763317.5744928499,1526814.0748309926,2000093.8938280616
2023-05-30,1717907.5756258625,1498249.6679436332,1948758.351687813
2023-05-31,1730531.3660927524,1498948.1066033784,1958546.6061662633
2023-06-01,1708168.9781007583,1486088.8666788042,1935364.0997979576
2023-06-02,1694206.9158403925,1466453.0591457575,1924504.6005811056
2023-06-03,1878878.2584136582,1659103.7018953967,2097704.9292900576
2023-06-04,1909794.7631479003,1683230.4412450793,2139442.10046278
2023-06-05,1757896.3785061333,1509833.5283334784,1995670.2967545677
2023-06-06,1731416.2955554903,1508269.5917406206,1963086.757499052
2023-06-07,1775968.6095976087,1556769.8671477854,2009872.1447922054
2023-06-08,1790486.3910785078,1558468.9589624302,2017734.1633833945
2023-06-09,1802916.3294195402,1568672.025969155,2035720.7904628217
2023-06-10,1988363.364288433,1754814.062343656,2220601.5846526595
2023-06-11,1989484.7366974258,1741166.5232482683,2209295.6904316326
2023-06-12,1786457.12469303,1554155.8003336221,2011060.3683964668
2023-06-13,1705847.0059630836,1472770.8903955068,1953597.0913214674
2023-06-14,1710390.2657215234,1484232.0451404543,1939751.3307388357
2023-06-15,1707130.7040478927,1468141.6352827235,1945287.05254585
2023-06-16,1722886.3346254693,1498972.7791808452,1943591.66751574
2023-06-17,1927633.4971068571,1709645.8856623883,2151636.5699839555
2023-06-18,1959304.742571829,1734800.5001410933,2180103.186742278
2023-06-19,1793015.3193758233,1576681.8316096477,2021714.5207694408
2023-06-20,1746609.8741620667,1520860.0117139313,1985759.877373799
2023-06-21,1770385.7302184843,1528485.785526799,2005815.69580451
2023-06-22,1761158.9332064025,1526271.8908666,1982555.4048790259
2023-06-23,1745972.3054733234,1511290.2799308002,1986466.5351074156
2023-06-24,1908419.4999409697,1673829.110160322,2146096.1132968157
2023-06-25,1906933.9311192245,1676621.479822376,2143295.1969757765
2023-06-26,1731536.4503751881,1520543.439668239,1967387.6297160732
2023-06-27,1700368.7130983,1461887.3419634234,1919381.6392129827
2023-06-28,1750630.8549601631,1519332.5089787783,1984363.5591462948
2023-06-29,1762518.332136753,1531366.7240576828,1999123.5768996794
2023-06-30,1753517.3985415476,1510002.3691688785,1995250.403486929
2023-07-01,1908369.0126142527,1680103.0568591992,2126635.3396155233
2023-07-02,1893161.7662686033,1672435.4084427666,2141595.054550736
2023-07-03,1705323.5514473186,1484143.791173463,1934717.0688782248
2023-07-04,1667252.4796916002,1449955.3720649364,1898947.092502111
2023-07-05,1719084.5467815953,1482858.10763796,1949541.9445625641
2023-07-06,1744633.6851806964,1519435.2904578492,1991729.466200925
2023-07-07,1763770.9579670138,1546429.9736782112,2005457.5465401986
2023-07-08,1957436.8764255794,1708294.3833432863,2189282.3291111575
2023-07-09,1979320.787705408,1745666.747516091,2222115.4174832725
2023-07-10,1810169.5099745789,1588013.7418430075,2026210.0463752458
2023-07-11,1761105.5136117078,1535128.238343847,1972135.7529408233
2023-07-12,1774294.6136983468,1548783.736143263,1997109.2169365461
2023-07-13,1748345.49378613,1506810.5958617192,1979723.6200221428
2023-07-14,1722032.7229415406,1478860.5984290466,1917030.4718047678
2023-07-15,1889272.3862871141,1663922.3896182405,2126689.2959928834
2023-07-16,1906722.5011492963,1670592.3678012262,2148444.928615345
2023-07-17,1751170.3807480754,1527905.9415411348,1977079.0854131954
2023-07-18,1728434.6395795913,1499124.7818687973,1971124.4131594475
2023-07-19,1776097.487839908,1535095.1571923285,2018049.4411532723
2023-07-20,1786245.7627589644,1544721.487071798,2024414.6173950154
2023-07-21,1786731.3131086226,1532993.4468378916,2027407.915125212
2023-07-22,1959092.0573488176,1728055.093055691,2182998.5234891977
2023-07-23,1954215.141659389,1706987.5246591684,2190411.056124068
2023-07-24,1756124.9614166578,1538590.421319393,1963762.6377679468
2023-07-25,1689114.400618699,1455472.4500775333,1920361.9318757157
2023-07-26,1710133.5549711497,1483858.5976963462,1936203.7789130786
2023-07-27,1719612.462940313,1517411.8926321554,1954833.989739259
2023-07-28,1738348.0042726446,1496716.8967949706,1952095.2294023517
2023-07-29,1931646.2142877488,1694683.0834283258,2168313.5910665775
2023-07-30,1936504.0620453907,1709342.7611484441,2162466.164158697
2023-07-31,1733029.3473317842,1495104.232068965,1956314.4202321144
2023-08-01,1650864.799325969,1423394.6745192127,1886339.5306819351
2023-08-02,1655300.0198903994,1426111.106597889,1900595.4455556993
2023-08-03,1652757.8040770527,1427285.6373036178,1871394.884073023
2023-08-04,1667368.1119855864,1431784.732729101,1904066.62277454
2023-08-05,1867685.9706689997,1627597.4280367314,2115527.4295499125
2023-08-06,1894313.1523932822,1655929.3009206126,2122606.6100664735
2023-08-07,1727296.8742548425,1502861.3648051047,1960708.3146129479
2023-08-08,1688045.261791864,1457729.7810181116,1916081.5688815038
2023-08-09,1726249.9316322585,1493489.4305438634,1961920.3933944798
2023-08-10,1733035.6993067085,1488283.7063649315,1953723.9745802276
2023-08-11,1727280.316799594,1507433.2024401133,1980289.5354078007
2023-08-12,1886461.4025013205,1648968.5561886153,2107167.6518885004
2023-08-13,1869286.2062391485,1632739.1312958435,2103015.1123243617
2023-08-14,1672599.931670473,1444362.0130144043,1906799.2554102538
2023-08-15,1625559.7069092717,1395716.2046210603,1856834.1459431115
2023-08-16,1676452.6475636414,1453495.6034111904,1911149.3513308316
2023-08-17,1711049.232307319,1489912.9550922257,1949881.7755906165
2023-08-18,1743217.718546738,1499255.020151003,1970284.0845503323
2023-08-19,1945146.382214198,1722752.4879766353,2178810.8528361367
2023-08-20,1966747.9510964653,1740605.7232544452,2189212.99754895
2023-08-21,1792313.7127340892,1553188.0032343415,2024865.6173309174
2023-08-22,1740652.1813241877,1507959.388981963,1945259.2716885814
2023-08-23,1760256.4834990224,1531212.485693237,1993359.728329499
2023-08-24,1750556.6757030226,1540956.1668010876,1995634.5574106048
2023-08-25,1745919.7441627167,1510504.2241962566,1971512.3965559618
2023-08-26,1933513.0564109394,1699724.74053266,2170474.329365291
2023-08-27,1963790.7481102436,1738994.1038298272,2203526.056283228
2023-08-28,1808153.4440852785,1582553.8986272078,2052335.2046354564
2023-08-29,1768981.2254536245,1545829.2690141052,1988019.6771149337
2023-08-30,1785484.6784039668,1541903.3980001553,2005120.4450253746
2023-08-31,1758547.367518615,1532185.2581209647,1976137.9399945303
2023-09-01,1730414.8579407143,1511020.1756860458,1956032.7244073874
2023-09-02,1895910.0147636558,1665810.8444197457,2112589.6209950405
2023-09-03,1910100.9692639904,1681608.4272950252,2140146.3731805193
2023-09-04,1747578.429898948,1513013.1368033402,1980154.2234081426
2023-09-05,1714522.8385181406,1503422.0259596384,1947558.271963061
2023-09-06,1752749.625378271,1526856.4678562477,1981661.484308263
